Title,ID,Meas,Published,DiagStatus,DepStatus,nDep,nCon,ageDep,ageCon,sex,edu,matchAge,matchEdu,IQDep,episode,onsetAge,onsetAgeCalc,onset,duration,durationCalc,med,Recruitment,MADRS,HDRS,BDI,BDICalc,HADS,CESD,GDS-30,SDS,DID,MASQ,d,cp,g,varg,Stat used,AMT,Positive,Neutral,Negative,Specific,Categoric
Rekart 2006,56,4,0,0,1,67,56,,,0.627,,,,,,,,,,,,0,,,,,,,,,,3.3,0.768339861,0.99378882,0.763567563,0.035152579,Mean,1,0,0,1,0,1
Dickson 2006,57,1,1,0,1,17,17,,,,,,,,,,,,,,,0,,,20.05,20.05,,,,,,,-1.616339398,0.976377953,-1.578158152,0.154273282,Mean,1,1,0,0,1,0
Dickson 2006,57,2,1,0,1,17,17,,,,,,,,,,,,,,,0,,,20.05,20.05,,,,,,,-0.172013407,0.976377953,-0.167950098,0.118061871,Mean,1,0,0,1,1,0
Dickson 2006,57,3,1,0,1,17,17,,,,,,,,,,,,,,,0,,,20.05,20.05,,,,,,,-1.122071376,0.976377953,-1.095565753,0.135298005,Mean,1,0,0,1,1,0
McElhiney 1998,58,1,0,1,1,66,22,55.4,64.6,0.621,14.8,0,1,104.6,,,,,,,,1,,30.5,,44.55223881,,,,,,,-0.437624441,0.991253644,-0.433796822,0.061675263,Mean,0,,,,1,0
Renneberg 2005,59,1,1,1,1,27,30,39.1,28.4,1,10.6,0,1,,,,,,,,,1,,,24.4,24.4,,,,,,,-0.791798083,0.98630137,-0.780951534,0.075720241,Mean,1,1,0,0,1,0
Renneberg 2005,59,2,1,1,1,27,30,39.1,28.4,1,10.6,0,1,,,,,,,,,1,,,24.4,24.4,,,,,,,-0.585436786,0.98630137,-0.577417104,0.073295024,Mean,1,0,0,1,1,0
Renneberg 2005,59,3,1,1,1,27,30,39.1,28.4,1,10.6,0,1,,,,,,,,,1,,,24.4,24.4,,,,,,,-0.492826083,0.98630137,-0.486075041,0.072442905,Mean,1,0,1,0,1,0
Mitchell 2015,60,1,1,,0,10,24,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.487556081,0.976377953,-0.476039008,0.144999213,Mean,0,,,,1,0
Mitchell 2015,60,2,1,,0,10,24,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.357370845,0.976377953,-0.348929014,0.143457129,Mean,0,,,,0,1
Jermann 2013: Current MDD,61,1,1,1,1,20,20,46.1,45.9,0.75,12.6,1,1,,,,,,,,0.95,1,25.8,,34.7,34.7,,,,,,,0.805877287,0.98013245,0.78986648,0.107798613,Mean,1,,,,0,1
Jermann 2013: Current MDD,61,2,1,1,1,20,20,46.1,45.9,0.75,12.6,1,1,,,,,,,,0.95,1,25.8,,34.7,34.7,,,,,,,-0.665912092,0.98013245,-0.65268205,0.105324923,Mean,1,,,,1,0
Jermann 2013: Remitted MDD,62,1,1,1,0,36,20,46.8,45.9,0.694,15.4,1,1,,,,,,,,,1,4.6,,8.4,8.4,,,,,,,0.112806669,0.986046512,0.111232623,0.077888248,Mean,1,,,,0,1
Jermann 2013: Remitted MDD,62,2,1,1,0,36,20,46.8,45.9,0.694,15.4,1,1,,,,,,,,,1,4.6,,8.4,8.4,,,,,,,-0.110422175,0.986046512,-0.1088814,0.077883627,Mean,1,,,,1,0
Matsumoto 2020: Study 1,63,1,1,,1,25,25,20.96,21.4,0.4,,1,,,,,,,,,,0,,,19.06,19.06,,,,,,,-0.775065658,0.984293194,-0.762891852,0.08582004,Mean,1,1,0,0,1,0
Matsumoto 2020: Study 1,63,2,1,,1,25,25,20.96,21.4,0.4,,1,,,,,,,,,,0,,,19.06,19.06,,,,,,,0.375013591,0.984293194,0.369123325,0.08136252,Mean,1,1,0,0,0,1
Matsumoto 2020: Study 1,63,3,1,,1,25,25,20.96,21.4,0.4,,1,,,,,,,,,,0,,,19.06,19.06,,,,,,,-0.919201467,0.984293194,-0.904763748,0.088185974,Mean,1,0,0,1,1,0
Matsumoto 2020: Study 1,63,4,1,,1,25,25,20.96,21.4,0.4,,1,,,,,,,,,,0,,,19.06,19.06,,,,,,,1.149123895,0.984293194,1.131074828,0.092793303,Mean,1,0,0,1,0,1
Matsumoto 2020: Study 2 Remitted vs. HC,64,1,1,1,0,20,36,20.1,19.83,0.65,,1,,,0.5,,,,,,,0,,,14.35,14.35,,,,,,,-0.659467917,0.986046512,-0.65026604,0.081553188,Mean,1,1,0,0,1,0
Matsumoto 2020: Study 2 Remitted vs. HC,64,2,1,1,0,20,36,20.1,19.83,0.65,,1,,,0.5,,,,,,,0,,,14.35,14.35,,,,,,,0.260577104,0.986046512,0.256941144,0.078367231,Mean,1,1,0,0,0,1
Matsumoto 2020: Study 2 Remitted vs. HC,64,3,1,1,0,20,36,20.1,19.83,0.65,,1,,,0.5,,,,,,,0,,,14.35,14.35,,,,,,,-0.641269675,0.986046512,-0.632321726,0.081347695,Mean,1,0,0,1,1,0
Matsumoto 2020: Study 2 Remitted vs. HC,64,4,1,1,0,20,36,20.1,19.83,0.65,,1,,,0.5,,,,,,,0,,,14.35,14.35,,,,,,,0.686752765,0.986046512,0.677170168,0.081872058,Mean,1,0,0,1,0,1
"Sommerfeld 1998: Study 1, current MDD",65,1,0,1,1,27,36,,,,,,,,,,,,,,,0,,,18.19,18.19,,,,,,,0.242383623,0.987654321,0.239391233,0.065269642,Mean,1,1,0,0,1,0
"Sommerfeld 1998: Study 1, current MDD",65,2,0,1,1,27,36,,,,,,,,,,,,,,,0,,,18.19,18.19,,,,,,,-0.151443032,0.987654321,-0.149573365,0.064992372,Mean,1,0,0,1,1,0
"Sommerfeld 1998: Study 1, current MDD",65,3,0,1,1,27,36,,,,,,,,,,,,,,,0,,,18.19,18.19,,,,,,,-0.158616273,0.987654321,-0.156658048,0.065009591,Mean,1,0,1,0,1,0
"Sommerfeld 1998: Study 1, remitted MDD",66,1,0,1,0,27,36,,,,,,,,,,,,,,,0,,,4.89,4.89,,,,,,,-0.164636986,0.987654321,-0.162604431,0.065024658,Mean,1,1,0,0,1,0
"Sommerfeld 1998: Study 1, remitted MDD",66,2,0,1,0,27,36,,,,,,,,,,,,,,,0,,,4.89,4.89,,,,,,,-0.186367805,0.987654321,-0.184066968,0.065083709,Mean,1,0,0,1,1,0
"Sommerfeld 1998: Study 1, remitted MDD",66,3,0,1,0,27,36,,,,,,,,,,,,,,,0,,,4.89,4.89,,,,,,,-0.280536162,0.987654321,-0.277072752,0.065424095,Mean,1,0,1,0,1,0
Latorre 2013,67,1,1,,1,33,33,72.09,72.52,0.576,,1,1,,,,,,,,0,0,,,,,,21.97,,,,,0.347570668,0.988235294,0.343481601,0.061499846,Mean,1,,,,0,1
Latorre 2013,67,2,1,,1,33,33,72.09,72.52,0.576,,1,1,,,,,,,,0,0,,,,,,21.97,,,,,-0.47646289,0.988235294,-0.470857444,0.062285657,Mean,1,,,,1,0
Riggs 2005,68,1,1,1,1,24,24,38.75,38.38,1,,1,1,,,,,,,,0.79,1,,,28.46,28.46,,,,,,,-1.369369369,0.983606557,-1.346920691,0.102231202,Mean,1,,,,1,0
Kim 2018,69,1,1,1,1,26,54,41.19,37.15,0.65,,1,,,,,,,,,,0,,,28.35,28.35,,,,,,,1.205890225,0.990353698,1.194257843,0.065894131,Mean,1,1,0,0,1,0
Kim 2018,69,2,1,1,1,26,54,41.19,37.15,0.65,,1,,,,,,,,,,0,,,28.35,28.35,,,,,,,-1.175422861,0.990353698,-1.164084377,0.065449385,Mean,1,0,0,1,1,0
Rohrer 2006: Past Attempt Group,70,1,1,1,1,17,23,36.7,37.8,0.824,,1,,91.1,,,,,,,,1,,19.9,26.2,26.2,,,,,,,-1.346340275,0.98013245,-1.319591792,0.124068322,Mean,1,1,0,0,1,0
Rohrer 2006: Past Attempt Group,70,2,1,1,1,17,23,36.7,37.8,0.824,,1,,91.1,,,,,,,,1,,19.9,26.2,26.2,,,,,,,-1.357142857,0.98013245,-1.330179754,0.124419018,Mean,1,0,0,1,1,0
Rohrer 2006: No attempt group,71,1,1,1,1,23,23,42.4,37.8,0.783,,1,,92.2,,,,,,,,1,,26.1,31.7,31.7,,,,,,,-1.456714081,0.982857143,-1.43174184,0.109237877,Mean,1,1,0,0,1,0
Rohrer 2006: No attempt group,71,2,1,1,1,23,23,42.4,37.8,0.783,,1,,92.2,,,,,,,,1,,26.1,31.7,31.7,,,,,,,-1.516340137,0.982857143,-1.490345735,0.111099244,Mean,1,0,0,1,1,0
Stephens 2013: Neutral and positive cues,72,1,1,,1,15,15,,,1,,,,,,,,,,,,0,,,17.3,17.3,,,,,,,0,0.972972973,0,0.133333333,Mean,1,,,,1,0
Stephens 2013 Neutral and negative cues,73,1,1,,1,15,15,,,1,,,,,,,,,,,,0,,,17.9,17.9,,,,,,,0.294563908,0.972972973,0.286602721,0.134702352,Mean,1,,,,1,0
Falco 2015: Experiment 1,74,1,1,,1,13,27,,,,,,,,,,,,,,,0,,,,,,,,,,,-1.779294699,0.98013245,-1.743944474,0.151976893,Mean,1,,,,1,0
Falco 2015: Experiment 1,74,2,1,,1,13,27,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.002498837,0.98013245,-0.002449192,0.113960189,Mean,1,,,,1,0
Falco 2015: Experiment 2,75,1,1,,1,15,25,,,,,,,,,,,,,,,0,,,,,,,,,,,0.031341994,0.98013245,0.030719306,0.106678463,Mean,1,,,,1,0
Falco 2015: Experiment 2,75,2,1,,1,15,25,,,,,,,,,,,,,,,0,,,,,,,,,,,0.097740652,0.98013245,0.095798785,0.106781384,Mean,1,,,,1,0
Falco 2015: Experiment 3,76,1,1,,1,20,80,,,,,,,,,,,,,,,0,,,16.7,16.7,,,,,,,-0.869394456,0.992327366,-0.86272391,0.066221463,Mean,1,,,,1,0
Sagfors 2017,77,1,0,1,1,34,35,34.29,31.66,0.5,,1,1,,,,17.29,,204,204,0.53,1,,,29,29,,,,,,,-0.76601772,0.988764045,-0.757410779,0.06214023,Mean,1,1,0,0,1,0
Sagfors 2017,77,2,0,1,1,34,35,34.29,31.66,0.5,,1,1,,,,17.29,,204,204,0.53,1,,,29,29,,,,,,,-0.46547636,0.988764045,-0.460246289,0.059518169,Mean,1,0,0,1,1,0
Akande 2004,78,1,0,1,1,15,15,48.33,34.4,0.6,,0,,,,,,,,,,1,,,28.73,28.73,,,,,,,-1.462877343,0.972972973,-1.423340118,0.167098285,Mean,1,,,,1,0
Burns 2014,79,1,0,,1,14,15,74.29,75.69,,11,1,1,,,,,,,,,1,,,,,10.71,,,,,,-3.071769429,0.971962617,-2.985645052,0.29178621,Mean,1,,,,1,0
McMahan 2001,80,1,0,,0.545,11,47,22.36,21.32,,,1,,,,,,,,,,0,,,17.18,17.18,,,,,,,-0.435297205,0.986547085,-0.429441189,0.113775512,Mean,1,1,0,0,1,0
McMahan 2001,80,2,0,,0.545,11,47,22.36,21.32,,,1,,,,,,,,,,0,,,17.18,17.18,,,,,,,-0.500535837,0.986547085,-0.493802171,0.114287761,Mean,1,0,0,1,1,0
Kao 2007: Study 1,81,1,0,,1,30,30,,,0.8,,,,,,,,,,,,0,,,,,,,,,,,-0.854943496,0.987012987,-0.843840334,0.072600554,Mean,1,,,,1,0
Kao 2007: Study 1,81,2,0,,1,30,30,,,0.8,,,,,,,,,,,,0,,,,,,,,,,,0.966782589,0.987012987,0.954226971,0.074254576,Mean,1,,,,0,1
Kao 2007: Study 2,82,1,0,1,1,30,30,39.47,39.33,,10.97,1,1,,,,,,,,,1,,,30.57,30.57,,,,,,,-4.245914281,0.987012987,-4.190772537,0.213021454,Mean,1,,,,1,0
Kao 2007: Study 2,82,2,0,1,1,30,30,39.47,39.33,,10.97,1,1,,,,,,,,,1,,,30.57,30.57,,,,,,,3.958706398,0.987012987,3.907294626,0.193891261,Mean,1,,,,0,1
Begovic 2020,83,1,0,1,1,21,31,21.29,21.94,0.905,14.76,1,1,,,,,,,,0.333,0,,,32.65,32.65,,,,,,,0.128456099,0.984924623,0.126519575,0.080031028,Mean,1,1,0,0,1,0
Begovic 2020,83,2,0,1,1,21,31,21.29,21.94,0.905,14.76,1,1,,,,,,,,0.333,0,,,32.65,32.65,,,,,,,0.529035723,0.984924623,0.52106031,0.082487726,Mean,1,0,0,1,1,0
Begovic 2020,83,3,0,1,1,21,31,21.29,21.94,0.905,14.76,1,1,,,,,,,,0.333,0,,,32.65,32.65,,,,,,,0.460890364,0.984924623,0.453942268,0.081858493,Mean,1,1,0,0,1,0
Begovic 2020,83,4,0,1,1,21,31,21.29,21.94,0.905,14.76,1,1,,,,,,,,0.333,0,,,32.65,32.65,,,,,,,0.578052447,0.984924623,0.569338088,0.082993899,Mean,1,0,0,1,1,0
Garcez Aurélio Dos Santos 2017,84,1,0,1,1,32,32,47.72,45.41,0.688,10.72,1,0,,,,,,,,,1,,12.56,20.41,20.41,,,,,,,-0.105244268,0.987854251,-0.103965998,0.062584445,Mean,0,,,,1,0
Kosnes 2010: Experiment 10,85,1,0,,1,22,19,25.78,24.45,0.727,,1,,,,,,,,,,0,,,13.78,13.78,,,,,,,-0.654550834,0.980645161,-0.641882108,0.103110669,Mean,1,1,0,0,1,0
Kosnes 2010: Experiment 10,85,2,0,,1,22,19,25.78,24.45,0.727,,1,,,,,,,,,,0,,,13.78,13.78,,,,,,,-0.470320526,0.980645161,-0.461217548,0.100680291,Mean,1,0,0,1,1,0
